Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда
4,2016-07-11,23,2016-07-30
4,2016-07-11,25,2016-07-31
3,2016-06-17,6,2016-06-18
5,2016-06-30,22,2016-07-17
5,2016-06-30,22,2016-07-18
5,2016-06-30,22,2016-07-19
4,2016-07-07,3,2016-07-07
4,2016-07-06,1,2016-07-06
4,2016-06-12,12,2016-06-19
4,2016-06-12,13,2016-06-20
4,2016-06-12,11,2016-06-21
4,2016-06-09,5,2016-06-11
4,2016-06-09,7,2016-06-12
6,2016-05-04,1,2016-05-04
20,2016-12-29,2,2016-12-29
20,2016-12-29,1,2016-12-30
20,2016-12-29,2,2016-12-31
20,2016-12-29,7,2017-01-01
20,2016-12-29,8,2017-01-02
20,2016-12-29,10,2017-01-03
20,2016-12-29,6,2017-01-04
20,2016-12-29,7,2017-01-05
20,2016-12-29,12,2017-01-06
20,2016-12-29,14,2017-01-07
5,2016-11-19,4,2016-11-19
3,2016-11-23,11,2016-12-04
3,2016-11-23,15,2016-12-05
3,2016-11-23,14,2016-12-06
11,2016-12-05,22,2016-12-24
11,2016-12-05,20,2016-12-25
11,2016-12-05,24,2016-12-26
11,2016-12-05,25,2016-12-27
3,2016-09-28,14,2016-10-10
3,2016-09-28,15,2016-10-11
4,2016-10-19,20,2016-11-05
4,2016-10-19,23,2016-11-06
4,2016-10-19,21,2016-11-07
6,2016-08-15,1,2016-08-15
6,2016-08-15,3,2016-08-16
6,2016-08-15,2,2016-08-17
4,2017-05-20,1,2017-05-20
4,2017-05-20,1,2017-05-21
6,2017-05-01,7,2017-05-05
6,2017-05-01,8,2017-05-06
6,2017-05-01,9,2017-05-07
4,2017-05-08,5,2017-05-10
3,2017-05-08,3,2017-05-11
3,2017-04-17,1,2017-04-18
3,2017-04-16,2,2017-04-16
6,2017-03-21,3,2017-03-21
6,2017-03-21,1,2017-03-22
6,2017-03-21,5,2017-03-23
6,2017-03-21,6,2017-03-24
6,2017-03-21,7,2017-03-25
3,2017-04-03,11,2017-04-14
3,2017-04-03,17,2017-04-15
14,2017-03-05,0,2017-03-05
14,2017-03-05,3,2017-03-06
14,2017-03-05,5,2017-03-07
14,2017-03-05,5,2017-03-08
14,2017-03-05,8,2017-03-09
14,2017-03-05,6,2017-03-10
7,2017-02-28,2,2017-02-28
7,2017-02-28,1,2017-03-01
6,2017-03-14,22,2017-04-04
6,2017-03-14,26,2017-04-05
6,2017-03-14,25,2017-04-06
6,2017-03-14,26,2017-04-07
20,2017-02-19,10,2017-02-24
20,2017-02-19,11,2017-02-25
9,2017-02-21,10,2017-02-26
9,2017-02-21,6,2017-02-27
15,2017-02-02,9,2017-02-10
15,2017-02-02,10,2017-02-11
15,2017-02-02,14,2017-02-12
15,2017-02-02,15,2017-02-13
15,2017-02-02,16,2017-02-14
16,2017-01-30,7,2017-02-05
16,2017-01-30,10,2017-02-06
16,2017-01-30,8,2017-02-07
16,2017-01-30,11,2017-02-08
16,2017-01-30,13,2017-02-09
57,2017-02-06,12,2017-02-15
57,2017-02-06,15,2017-02-16
57,2017-02-06,16,2017-02-17
57,2017-02-06,14,2017-02-18
57,2017-02-06,16,2017-02-19
57,2017-02-06,15,2017-02-20
57,2017-02-06,19,2017-02-21
57,2017-02-06,18,2017-02-22
57,2017-02-07,18,2017-02-23
9,2017-01-18,4,2017-01-20
9,2017-01-18,4,2017-01-21
7,2017-01-16,1,2017-01-16
7,2017-01-16,5,2017-01-17
7,2017-01-16,4,2017-01-18
7,2017-01-16,4,2017-01-19
10,2017-01-09,8,2017-01-12
11,2017-01-08,1,2017-01-08
11,2017-01-08,2,2017-01-09
11,2017-01-08,6,2017-01-10
11,2017-01-08,8,2017-01-11
4,2017-09-26,9,2017-10-02
6,2017-09-04,6,2017-09-08
6,2017-09-04,6,2017-09-09
6,2017-09-04,6,2017-09-10
5,2017-08-18,5,2017-08-19
4,2017-07-24,12,2017-08-04
4,2017-07-24,15,2017-08-05
4,2017-07-24,16,2017-08-06
4,2017-07-24,15,2017-08-07
4,2017-07-24,19,2017-08-08
4,2017-07-24,19,2017-08-09
4,2017-07-24,21,2017-08-10
4,2017-07-24,20,2017-08-11
4,2017-07-24,21,2017-08-12
4,2017-07-24,23,2017-08-13
5,2017-07-08,4,2017-07-10
5,2017-07-08,8,2017-07-11
5,2017-07-08,5,2017-07-12
5,2017-07-08,10,2017-07-13
5,2017-07-08,9,2017-07-14
4,2017-05-30,18,2017-06-12
7,2017-06-15,15,2017-06-30
4,2017-06-11,1,2017-06-11
6,2017-06-17,17,2017-07-04
5,2017-06-21,22,2017-07-09
4,2017-05-29,1,2017-05-29
4,2017-05-29,2,2017-05-30
4,2017-05-29,2,2017-05-31
4,2017-05-29,4,2017-06-01
4,2017-05-29,4,2017-06-02
4,2017-05-29,10,2017-06-03
4,2017-05-29,7,2017-06-04
4,2017-05-29,10,2017-06-05
4,2017-05-29,10,2017-06-06
4,2017-05-29,13,2017-06-07
3,2017-05-21,4,2017-05-24
3,2017-05-21,7,2017-05-25
3,2017-05-21,6,2017-05-26
3,2017-05-21,7,2017-05-27
3,2017-05-21,8,2017-05-28
5,2016-06-05,7,2016-06-09
5,2016-06-05,8,2016-06-10
5,2016-06-05,7,2016-06-11
5,2016-06-05,10,2016-06-12
6,2016-06-13,0,2016-06-13
6,2016-06-13,5,2016-06-14
6,2016-06-13,6,2016-06-15
6,2016-06-13,4,2016-06-16
8,2016-06-17,5,2016-06-17
8,2016-06-17,5,2016-06-18
8,2016-06-17,2,2016-06-19
5,2016-06-17,6,2016-06-20
5,2016-06-17,9,2016-06-21
5,2016-06-17,8,2016-06-22
8,2016-05-29,1,2016-05-30
8,2016-05-29,3,2016-05-31
8,2016-05-29,8,2016-06-01
8,2016-05-29,8,2016-06-02
6,2016-03-05,13,2016-03-13
6,2016-03-05,12,2016-03-14
6,2016-03-05,11,2016-03-15
6,2016-03-05,12,2016-03-16
6,2016-03-05,14,2016-03-17
6,2016-03-05,14,2016-03-18
6,2016-03-05,18,2016-03-19
6,2016-03-05,17,2016-03-20
7,2016-03-12,19,2016-03-26
7,2016-03-12,17,2016-03-27
7,2016-03-12,17,2016-03-28
7,2016-03-12,22,2016-03-29
7,2016-03-12,18,2016-03-30
7,2016-03-12,23,2016-03-31
13,2016-02-04,25,2016-02-27
13,2016-02-04,27,2016-02-28
13,2016-02-04,29,2016-02-29
13,2016-02-04,28,2016-03-01
13,2016-02-04,29,2016-03-02
13,2016-02-04,31,2016-03-03
10,2016-01-09,4,2016-01-09
9,2017-02-02,5,2017-02-03
9,2017-02-02,7,2017-02-04
9,2017-02-02,3,2017-02-05
9,2017-02-02,6,2017-02-06
13,2017-02-03,27,2017-02-27
13,2017-02-03,28,2017-02-28
13,2017-02-03,31,2017-03-01
11,2017-01-06,4,2017-01-09
11,2017-01-06,4,2017-01-10
11,2017-01-06,10,2017-01-11
8,2017-01-21,4,2017-01-21
8,2017-01-21,3,2017-01-22
17,2017-01-20,5,2017-01-23
17,2017-01-20,7,2017-01-24
17,2017-01-20,6,2017-01-25
17,2017-01-20,7,2017-01-26
17,2017-01-20,7,2017-01-27
19,2016-12-30,3,2016-12-30
19,2016-12-30,6,2016-12-31
12,2017-01-03,13,2017-01-12
12,2017-01-03,12,2017-01-13
12,2017-01-03,12,2017-01-14
5,2016-09-12,6,2016-09-14
5,2016-09-12,4,2016-09-13
3,2016-08-23,13,2016-08-31
3,2016-08-23,9,2016-09-01
3,2016-08-23,12,2016-08-31
4,2017-05-01,8,2017-05-05
4,2017-05-01,10,2017-05-06
4,2017-05-01,10,2017-05-07
4,2017-05-01,7,2017-05-08
4,2017-05-15,3,2017-05-16
4,2017-05-15,3,2017-05-17
4,2017-05-15,4,2017-05-18
4,2017-04-21,6,2017-04-23
4,2017-04-27,5,2017-04-29
4,2017-04-27,6,2017-04-30
6,2017-04-14,7,2017-04-19
6,2017-04-14,10,2017-04-20
6,2017-03-16,19,2017-04-04
6,2017-03-16,24,2017-04-05
6,2017-03-16,22,2017-04-06
6,2017-03-16,27,2017-04-07
5,2017-03-25,11,2017-04-02
5,2017-03-25,14,2017-04-03
5,2017-04-03,12,2017-04-14
5,2017-04-03,12,2017-04-15
6,2017-04-06,22,2017-04-25
6,2017-04-06,20,2017-04-26
6,2017-04-06,23,2017-04-27
6,2017-04-06,24,2017-04-28
6,2017-03-04,7,2017-03-06
6,2017-03-14,10,2017-03-24
6,2017-03-14,13,2017-03-25
5,2017-03-19,25,2017-04-11
6,2017-02-18,6,2017-02-24
6,2017-02-18,10,2017-02-25
6,2017-02-18,8,2017-02-26
10,2017-02-15,3,2017-02-15
10,2017-02-15,2,2017-02-16
4,2017-09-08,8,2017-09-14
4,2017-09-08,11,2017-09-15
4,2017-09-08,8,2017-09-16
4,2017-09-08,10,2017-09-17
4,2017-09-08,12,2017-09-18
4,2017-09-08,14,2017-09-19
4,2017-09-08,17,2017-09-20
4,2017-09-08,15,2017-09-21
5,2017-09-02,24,2017-09-23
5,2017-09-02,26,2017-09-24
5,2017-09-02,25,2017-09-25
4,2017-08-12,14,2017-08-23
4,2017-08-12,17,2017-08-24
4,2017-08-12,13,2017-08-25
4,2017-08-12,17,2017-08-26
4,2017-08-12,18,2017-08-27
4,2017-08-12,20,2017-08-28
4,2017-08-23,7,2017-08-29
5,2017-07-01,13,2017-07-14
5,2017-07-10,1,2017-07-10
7,2017-07-07,5,2017-07-07
5,2017-05-28,16,2017-06-09
4,2017-05-21,2,2017-05-21
5,2017-06-03,15,2017-06-14
5,2017-06-03,16,2017-06-15
5,2017-06-03,17,2017-06-16
5,2017-06-03,16,2017-06-17
10,2016-03-11,5,2016-03-13
10,2016-03-11,3,2016-03-14
10,2016-03-11,9,2016-03-15
10,2016-03-11,6,2016-03-16
5,2016-03-20,12,2016-03-28
5,2016-03-20,12,2016-03-29
5,2016-03-20,13,2016-03-30
5,2016-03-20,15,2016-03-31
5,2016-03-20,13,2016-04-01
11,2016-02-07,0,2016-02-07
13,2016-02-23,1,2016-02-23
13,2016-02-23,1,2016-02-24
9,2016-03-01,26,2016-03-25
9,2016-03-01,29,2016-03-26
35,2016-01-29,24,2016-02-19
35,2016-01-29,27,2016-02-20
35,2016-01-29,28,2016-02-21
35,2016-01-29,27,2016-02-22
11,2016-02-06,1,2016-02-06
35,2015-12-23,7,2015-12-30
35,2015-12-23,13,2015-12-31
35,2015-12-23,11,2016-01-01
35,2015-12-23,14,2016-01-02
3,2016-06-25,3,2016-06-27
3,2016-06-25,3,2016-06-28
3,2016-06-25,6,2016-06-29
3,2016-06-25,9,2016-06-30
4,2016-07-05,2,2016-07-05
4,2016-07-05,5,2016-07-06
3,2016-07-06,30,2016-08-04
3,2016-07-06,34,2016-08-05
3,2016-07-06,36,2016-08-06
4,2016-06-10,4,2016-06-13
5,2016-06-17,6,2016-06-20
5,2016-06-17,7,2016-06-21
5,2016-06-17,5,2016-06-22
5,2016-05-04,19,2016-05-22
4,2016-03-31,6,2016-04-02
4,2016-03-31,3,2016-04-03
3,2016-04-18,5,2016-04-19
3,2016-04-18,4,2016-04-20
3,2016-04-18,5,2016-04-21
3,2016-04-18,5,2016-04-22
3,2016-04-18,6,2016-04-23
3,2016-04-18,9,2016-04-24
3,2016-10-19,2,2016-10-21
3,2016-10-19,3,2016-10-22
3,2016-10-19,6,2016-10-23
3,2016-10-19,8,2016-10-24
3,2016-10-19,6,2016-10-25
3,2016-10-19,7,2016-10-26
3,2016-10-19,13,2016-10-27
3,2016-10-19,12,2016-10-28
4,2016-09-28,5,2016-09-29
4,2016-09-28,4,2016-09-30
4,2016-09-28,6,2016-10-01
4,2016-09-28,4,2016-10-02
6,2016-09-06,11,2016-09-16
6,2016-09-06,12,2016-09-17
5,2016-09-18,3,2016-09-18
5,2016-09-19,1,2016-09-19
5,2016-08-09,6,2016-08-14
5,2016-08-09,10,2016-08-15
5,2016-08-09,9,2016-08-16
7,2016-08-16,3,2016-08-17
4,2017-05-20,5,2017-05-22
4,2017-05-20,3,2017-05-23
4,2017-04-20,10,2017-04-26
4,2017-04-20,12,2017-04-27
4,2017-04-12,30,2017-05-07
4,2017-04-12,28,2017-05-08
4,2017-04-10,18,2017-04-28
6,2017-03-21,7,2017-03-28
3,2017-04-06,3,2017-04-07
3,2017-04-06,4,2017-04-08
3,2017-04-06,8,2017-04-09
3,2017-04-06,6,2017-04-10
3,2017-04-06,5,2017-04-11
3,2017-04-06,30,2017-05-06
5,2017-03-17,21,2017-04-06
5,2017-03-17,24,2017-04-07
57,2017-02-06,9,2017-02-15
57,2017-02-06,14,2017-02-16
57,2017-02-06,15,2017-02-17
57,2017-02-06,12,2017-02-18
57,2017-02-06,17,2017-02-19
57,2017-02-06,15,2017-02-20
57,2017-02-06,18,2017-02-21
57,2017-02-06,16,2017-02-22
14,2017-02-14,10,2017-02-23
14,2017-02-14,11,2017-02-24
14,2017-02-14,13,2017-02-25
14,2017-02-14,15,2017-02-26
14,2017-02-14,16,2017-02-27
14,2017-02-14,19,2017-02-28
4,2017-02-03,5,2017-02-04
4,2017-02-03,4,2017-02-05
14,2017-01-20,10,2017-01-25
14,2017-01-20,6,2017-01-26
14,2017-01-20,10,2017-01-27
7,2017-01-20,3,2017-01-23
7,2017-01-20,7,2017-01-24
28,2017-01-05,1,2017-01-05
10,2017-01-01,17,2017-01-16
10,2017-01-01,17,2017-01-17
10,2017-01-01,20,2017-01-18
10,2017-01-01,23,2017-01-19
10,2017-01-01,24,2017-01-20
10,2017-01-01,20,2017-01-21
10,2017-01-01,25,2017-01-22
21,2017-01-05,5,2017-01-06
21,2017-01-05,3,2017-01-07
5,2017-09-13,16,2017-09-25
5,2017-09-14,8,2017-09-19
5,2017-09-14,8,2017-09-20
5,2017-09-14,9,2017-09-21
5,2017-09-06,13,2017-09-15
5,2017-09-06,10,2017-09-16
4,2017-07-29,1,2017-07-30
4,2017-07-29,7,2017-07-31
5,2017-07-29,5,2017-08-01
5,2017-07-29,9,2017-08-02
5,2017-07-29,8,2017-08-03
5,2017-07-29,7,2017-08-04
5,2017-07-29,12,2017-08-05
5,2017-07-29,8,2017-08-06
5,2017-07-29,14,2017-08-07
5,2017-07-29,15,2017-08-08
5,2017-07-29,16,2017-08-09
6,2017-07-07,6,2017-07-10
4,2017-06-01,2,2017-06-01
4,2017-06-02,4,2017-06-02
6,2017-04-29,17,2017-05-14
6,2017-04-29,16,2017-05-15
6,2017-04-29,19,2017-05-16
6,2017-04-29,19,2017-05-17
6,2017-04-29,22,2017-05-18
4,2017-05-17,4,2017-05-19
19,2016-03-02,2,2016-03-04
19,2016-03-02,4,2016-03-05
19,2016-03-02,6,2016-03-06
8,2016-03-11,5,2016-03-13
8,2016-03-11,6,2016-03-14
8,2016-03-11,9,2016-03-15
8,2016-03-11,7,2016-03-16
10,2016-03-08,4,2016-03-08
10,2016-03-08,6,2016-03-09
4,2016-03-23,12,2016-03-30
4,2016-03-23,11,2016-03-31
4,2016-03-23,10,2016-04-01
4,2016-03-23,13,2016-04-02
4,2016-03-23,12,2016-04-03
15,2016-02-09,23,2016-02-28
15,2016-02-09,20,2016-02-29
15,2016-02-09,26,2016-03-01
15,2016-02-09,26,2016-03-02
15,2016-02-09,23,2016-03-03
9,2016-02-29,27,2016-03-24
9,2016-02-29,25,2016-03-25
9,2016-02-29,31,2016-03-26
9,2016-02-29,28,2016-03-27
9,2016-02-29,33,2016-03-28
9,2016-02-29,29,2016-03-29
5,2016-01-17,0,2016-01-17
12,2016-01-30,3,2016-01-31
12,2016-01-30,2,2016-02-01
15,2016-01-29,6,2016-02-03
15,2016-01-29,8,2016-02-04
6,2015-12-16,20,2015-12-31
6,2015-12-16,21,2016-01-01
6,2015-12-16,19,2016-01-02
6,2015-12-16,23,2016-01-03
6,2015-12-16,20,2016-01-04
6,2015-12-16,22,2016-01-05
6,2015-12-16,26,2016-01-06
6,2015-12-16,23,2016-01-07
6,2015-12-16,28,2016-01-08
6,2015-12-16,25,2016-01-09
12,2015-12-16,29,2016-01-10
12,2015-12-16,30,2016-01-11
12,2015-12-16,31,2016-01-12
12,2015-12-16,33,2016-01-13
12,2015-12-16,30,2016-01-14
12,2015-12-16,34,2016-01-15
12,2015-12-16,31,2016-01-16
12,2015-12-30,26,2016-01-22
12,2015-12-30,29,2016-01-23
12,2015-12-30,28,2016-01-24
12,2015-12-30,29,2016-01-25
12,2015-12-30,31,2016-01-26
12,2015-12-30,32,2016-01-27
12,2015-12-30,34,2016-01-28
12,2015-12-30,33,2016-01-29
12,2015-12-30,35,2016-01-30
6,2016-08-10,9,2016-08-17
4,2016-08-12,3,2016-08-14
4,2016-08-12,6,2016-08-15
4,2016-08-12,4,2016-08-16
5,2016-08-13,16,2016-08-26
5,2016-08-13,15,2016-08-27
5,2016-08-13,19,2016-08-28
5,2016-08-13,18,2016-08-29
5,2016-08-13,19,2016-08-30
5,2016-08-13,21,2016-08-31
5,2016-08-13,22,2016-09-01
3,2016-06-25,3,2016-06-28
3,2016-06-25,8,2016-06-29
5,2016-06-25,6,2016-06-30
5,2016-06-25,9,2016-07-01
5,2016-07-14,21,2016-08-01
5,2016-07-14,21,2016-08-02
5,2016-07-14,22,2016-08-03
5,2016-07-14,24,2016-08-04
5,2016-07-14,23,2016-08-05
6,2016-04-25,13,2016-05-06
6,2016-04-25,15,2016-05-07
3,2016-04-27,21,2016-05-14
3,2016-04-27,19,2016-05-15
3,2016-04-27,19,2016-05-16
3,2016-04-27,21,2016-05-17
4,2016-03-29,14,2016-04-08
4,2016-03-29,16,2016-04-09
4,2016-04-16,27,2016-05-09
4,2016-04-16,24,2016-05-10
4,2016-04-16,26,2016-05-11
4,2016-04-16,27,2016-05-12
8,2016-03-05,10,2016-03-10
8,2016-03-05,11,2016-03-11
8,2016-03-05,12,2016-03-12
8,2016-03-05,10,2016-03-13
8,2016-03-05,14,2016-03-14
12,2017-02-19,18,2017-03-06
12,2017-02-19,17,2017-03-07
12,2017-02-19,17,2017-03-08
12,2017-02-19,22,2017-03-09
11,2017-01-25,30,2017-02-19
11,2017-01-25,31,2017-02-20
11,2017-01-25,28,2017-02-21
11,2017-01-25,32,2017-02-22
11,2017-01-25,33,2017-02-23
11,2017-01-25,34,2017-02-24
11,2017-01-25,32,2017-02-25
11,2017-01-25,35,2017-02-26
4,2017-01-27,6,2017-01-29
16,2017-01-31,10,2017-02-06
16,2017-01-31,7,2017-02-07
16,2017-01-31,8,2017-02-08
16,2017-01-31,10,2017-02-09
16,2017-01-31,11,2017-02-10
7,2017-02-02,5,2017-02-03
7,2017-02-02,7,2017-02-04
7,2017-02-02,5,2017-02-05
7,2017-02-02,6,2017-02-06
9,2017-01-17,4,2017-01-19
9,2017-01-17,6,2017-01-20
9,2017-01-17,9,2017-01-21
5,2017-01-14,4,2017-01-15
5,2017-01-14,2,2017-01-16
5,2017-01-14,4,2017-01-17
12,2016-12-14,0,2016-12-14
12,2016-12-14,4,2016-12-15
12,2016-12-14,6,2016-12-16
10,2016-12-14,29,2017-01-08
10,2016-12-14,30,2017-01-09
10,2016-12-14,31,2017-01-10
10,2016-12-14,33,2017-01-11
10,2016-12-14,32,2017-01-12
10,2016-12-14,32,2017-01-13
10,2016-12-14,32,2017-01-14
21,2017-01-03,6,2017-01-05
21,2017-01-03,4,2017-01-06
21,2017-01-03,4,2017-01-07
12,2017-01-07,20,2017-01-22
12,2017-01-07,18,2017-01-23
12,2017-01-07,18,2017-01-24
12,2017-01-07,21,2017-01-25
12,2017-01-07,20,2017-01-26
5,2016-09-12,5,2016-09-14
5,2016-09-12,1,2016-09-13
6,2016-08-17,1,2016-08-18
6,2016-08-17,2,2016-08-19
6,2017-05-07,5,2017-05-09
6,2017-05-07,7,2017-05-10
6,2017-05-07,9,2017-05-11
6,2017-05-07,7,2017-05-12
6,2017-05-07,8,2017-05-13
6,2017-05-07,7,2017-05-14
7,2017-04-23,5,2017-04-23
7,2017-04-23,2,2017-04-24
4,2017-04-27,3,2017-04-29
4,2017-04-27,5,2017-04-30
4,2017-04-17,7,2017-04-20
4,2017-04-17,9,2017-04-21
4,2017-04-17,10,2017-04-22
3,2017-04-14,3,2017-04-17
3,2017-04-14,9,2017-04-18
4,2017-04-11,4,2017-04-11
3,2017-04-22,8,2017-04-25
3,2017-04-22,9,2017-04-26
3,2017-04-22,7,2017-04-27
3,2017-04-22,7,2017-04-28
6,2017-03-11,28,2017-04-04
6,2017-03-11,25,2017-04-05
6,2017-03-11,29,2017-04-06
6,2017-03-11,32,2017-04-07
6,2017-03-11,28,2017-04-08
6,2017-03-11,32,2017-04-09
6,2017-03-11,32,2017-04-10
7,2017-03-17,11,2017-03-27
7,2017-03-17,16,2017-03-28
7,2017-03-17,16,2017-03-29
7,2017-03-17,17,2017-03-30
11,2017-02-07,8,2017-02-12
11,2017-02-07,6,2017-02-13
11,2017-02-07,7,2017-02-14
5,2017-09-06,11,2017-09-15
5,2017-09-06,15,2017-09-16
4,2017-08-18,7,2017-08-22
4,2017-08-18,9,2017-08-23
4,2017-08-18,6,2017-08-24
4,2017-08-18,9,2017-08-25
5,2017-08-05,31,2017-09-02
5,2017-08-05,29,2017-09-03
5,2017-08-05,30,2017-09-04
4,2017-07-08,7,2017-07-10
4,2017-06-21,6,2017-06-23
13,2015-12-18,28,2016-01-10
13,2015-12-18,26,2016-01-11
13,2015-12-18,27,2016-01-12
13,2015-12-18,27,2016-01-13
13,2015-12-18,28,2016-01-14
13,2015-12-18,29,2016-01-15
13,2015-12-18,29,2016-01-16
10,2015-12-30,28,2016-01-24
10,2015-12-30,29,2016-01-25
10,2015-12-30,29,2016-01-26
10,2015-12-30,30,2016-01-27
10,2015-12-30,33,2016-01-28
10,2015-12-31,24,2016-01-19
10,2015-12-31,20,2016-01-20
10,2015-12-31,23,2016-01-21
10,2015-12-31,25,2016-01-22
10,2015-12-31,26,2016-01-23
4,2016-05-29,4,2016-05-30
4,2016-05-29,7,2016-05-31
4,2016-05-29,7,2016-06-01
4,2016-05-29,4,2016-06-02
5,2016-05-20,2,2016-05-20
4,2016-04-27,5,2016-05-01
4,2016-04-27,6,2016-05-02
6,2016-05-03,5,2016-05-03
4,2016-03-28,16,2016-04-08
4,2016-03-28,16,2016-04-09
4,2016-03-04,27,2016-03-31
4,2016-03-04,29,2016-04-01
4,2016-03-04,34,2016-04-02
9,2016-03-04,15,2016-03-18
9,2016-03-04,18,2016-03-19
12,2016-03-04,5,2016-03-09
12,2016-03-04,6,2016-03-10
12,2016-03-04,8,2016-03-11
8,2016-03-20,9,2016-03-24
8,2016-03-20,7,2016-03-25
10,2016-03-17,6,2016-03-20
10,2016-03-17,7,2016-03-21
10,2016-03-17,6,2016-03-22
10,2016-03-17,11,2016-03-23
22,2016-02-25,7,2016-02-29
22,2016-02-25,5,2016-03-01
22,2016-02-25,6,2016-03-02
22,2016-02-25,11,2016-03-03
22,2016-02-25,8,2016-03-04
10,2016-02-29,5,2016-03-05
10,2016-02-29,7,2016-03-06
10,2016-02-29,10,2016-03-07
10,2016-02-29,9,2016-03-08
17,2016-01-30,3,2016-02-01
17,2016-01-30,7,2016-02-02
17,2016-01-30,5,2016-02-03
17,2016-01-30,8,2016-02-04
35,2016-01-30,18,2016-02-13
35,2016-01-30,16,2016-02-14
35,2016-01-30,20,2016-02-15
35,2016-01-30,18,2016-02-16
35,2016-01-30,23,2016-02-17
35,2016-01-30,19,2016-02-18
35,2016-01-30,25,2016-02-19
35,2016-01-30,21,2016-02-20
35,2016-01-30,27,2016-02-21
25,2015-12-26,4,2015-12-30
25,2015-12-26,7,2015-12-31
25,2015-12-26,8,2016-01-01
25,2015-12-26,12,2016-01-02
25,2015-12-26,8,2016-01-03
25,2015-12-26,9,2016-01-04
25,2015-12-26,12,2016-01-05
10,2016-01-12,5,2016-01-17
10,2016-01-12,6,2016-01-18
5,2016-09-05,6,2016-09-08
5,2016-09-05,7,2016-09-09
5,2016-09-05,6,2016-09-10
5,2016-09-05,10,2016-09-11
5,2016-09-05,8,2016-09-12
5,2016-09-05,11,2016-09-13
5,2016-09-05,11,2016-09-14
6,2016-08-11,7,2016-08-17
5,2016-08-05,14,2016-08-18
5,2016-08-05,19,2016-08-19
5,2016-08-05,18,2016-08-20
5,2016-08-05,17,2016-08-21
5,2016-08-05,22,2016-08-22
5,2016-08-05,19,2016-08-23
5,2016-08-05,20,2016-08-24
3,2016-07-09,10,2016-07-15
3,2016-07-09,11,2016-07-16
4,2016-06-26,21,2016-07-17
4,2016-06-26,23,2016-07-18
4,2016-06-26,23,2016-07-19
4,2016-06-26,25,2016-07-20
4,2016-06-26,26,2016-07-21
4,2016-06-26,31,2016-07-22
4,2016-06-26,28,2016-07-23
3,2016-06-26,3,2016-06-27
3,2016-06-26,2,2016-06-28
5,2016-05-06,11,2016-05-14
5,2016-05-06,14,2016-05-15
5,2016-05-06,15,2016-05-16
3,2016-05-17,23,2016-06-07
3,2016-05-17,25,2016-06-08
3,2016-05-17,28,2016-06-09
3,2016-05-17,25,2016-06-10
3,2016-05-17,30,2016-06-11
7,2017-01-12,4,2017-01-14
7,2017-01-12,4,2017-01-15
7,2017-01-12,4,2017-01-16
14,2017-01-15,5,2017-01-17
14,2017-01-15,7,2017-01-18
14,2017-01-15,5,2017-01-19
14,2017-01-15,9,2017-01-20
11,2017-01-07,5,2017-01-10
11,2017-01-07,4,2017-01-11
11,2017-01-07,7,2017-01-12
11,2017-01-07,6,2017-01-13
5,2016-11-30,7,2016-12-04
5,2016-11-30,9,2016-12-05
5,2016-11-30,9,2016-12-06
5,2016-11-30,8,2016-12-07
5,2016-11-30,8,2016-12-08
4,2016-11-19,21,2016-12-05
4,2016-11-19,19,2016-12-06
5,2016-11-02,1,2016-11-02
4,2016-11-09,10,2016-11-15
4,2016-10-08,8,2016-10-13
5,2017-06-13,1,2017-06-13
5,2017-06-13,1,2017-06-14
5,2017-06-13,4,2017-06-15
5,2017-06-13,5,2017-06-16
5,2017-06-13,6,2017-06-17
5,2017-06-13,5,2017-06-18
5,2017-06-13,6,2017-06-19
4,2017-04-23,1,2017-04-23
4,2017-04-23,3,2017-04-24
5,2017-04-24,3,2017-04-25
4,2017-04-10,22,2017-04-28
3,2017-04-11,5,2017-04-14
3,2017-04-11,6,2017-04-15
4,2017-04-17,5,2017-04-20
4,2017-04-17,6,2017-04-21
4,2017-04-17,5,2017-04-22
3,2017-04-14,4,2017-04-17
3,2017-04-14,7,2017-04-18
4,2017-04-12,19,2017-04-26
4,2017-04-12,19,2017-04-27
4,2017-03-15,13,2017-03-24
4,2017-03-15,10,2017-03-25
11,2017-02-20,6,2017-02-25
11,2017-02-20,11,2017-02-26
11,2017-02-20,8,2017-02-27
11,2017-02-20,8,2017-02-28
6,2017-02-22,17,2017-03-11
6,2017-02-22,22,2017-03-12
13,2017-02-21,16,2017-03-04
13,2017-02-21,14,2017-03-05
13,2017-02-21,14,2017-03-06
13,2017-02-21,17,2017-03-07
13,2017-02-21,15,2017-03-08
13,2017-02-21,16,2017-03-09
13,2017-02-21,18,2017-03-10
57,2017-02-02,17,2017-02-19
57,2017-02-02,20,2017-02-20
57,2017-02-02,24,2017-02-21
57,2017-02-02,23,2017-02-22
57,2017-02-02,23,2017-02-23
57,2017-02-02,22,2017-02-24
4,2017-09-29,7,2017-10-02
4,2017-09-29,5,2017-10-03
4,2017-08-04,5,2017-08-05
5,2017-08-05,31,2017-09-02
5,2017-08-05,33,2017-09-03
5,2017-08-05,34,2017-09-04
3,2017-07-06,24,2017-07-29
6,2017-07-06,19,2017-07-21
6,2017-07-06,18,2017-07-22
7,2017-07-19,35,2017-08-18
7,2017-07-19,33,2017-08-19
4,2017-06-30,6,2017-07-02
4,2017-06-30,6,2017-07-03
4,2017-06-30,6,2017-07-04
